Price,Stars,Number of Reviews,Product Name,Brand,Year of Release,Color Category,Display Type,Screen Size,Screen Resolution,Touch Screen,Operating System,Voice Assistant Built-in,Storage Type,Total Storage Capacity,System Memory (RAM),Type of Memory (RAM),Battery Type,Battery Life (up to),Graphics Type,GPU Brand,Graphics,Processor Brand,Processor Model,Number of CPU Cores,CPU Base Clock Frequency,Product Weight,Backlit Keyboard,Front Facing Camera Video Resolution,Number of HDMI Outputs (Total)
$369.00,4.4,503,"IdeaPad Duet 5 Chromebook - 13.3"" OLED 1920x1080 Touch 2in1 Tablet - Snapdragon 7cG2 - 8GB - 128GB eMMC - with Keyboard",Lenovo,2021,Blue,OLED,13.3 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,eMMC,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion polymer,12 hours,Integrated,Qualcomm,Qualcomm Adreno 618,Qualcomm,Qualcomm Snapdragon,8-core,2.55 gigahertz,2.22 pounds,No,,0
$549.99,4.6,314,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 128GB SSD (Latest Model),Microsoft,2022,Blue,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
$999.99,4.4,468,"ROG Zephyrus 15.6"" WQHD 165Hz Gaming Laptop-AMD Ryzen 9-16GB DDR5 Memory-NVIDIA GeForce RTX 3060-512GB PCIe 4.0 SSD",ASUS,2022,Gray,LED,15.6 inches,2560 x 1440 (QHD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,AMD,AMD Ryzen 9 6000 Series,8-core,,4.19 pounds,Yes,720p,1
$549.99,4.6,314,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 128GB SSD (Latest Model),Microsoft,2022,Blue,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
$199.99,4.2,1926,"14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC",HP,2022,Blue,LCD,14 inches,1366 x 768 (HD),No,Windows 11 Home in S Mode,No,eMMC,64 gigabytes,4 gigabytes,DDR4,Lithium-ion,11.5 hours,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,4-core (quad-core),1.1 gigahertz,3.24 pounds,No,,1
"$1,499.99",4.5,162,"XPS 15 15.6"" FHD+ Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD",Dell,2022,Silver,LED,15.6 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,Amazon Alexa,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 12th Generation Core i7,14-core,,4.22 pounds,Yes,720p,0
$949.99,4.1,15,"Nitro 5 15.6"" Gaming Laptop FHD-Intel 12th Gen Core i5- NVIDIA GeForce RTX3050 Ti- 16GB DDR4- 512GB PCIe-SSD",Acer,2023,Black,LED,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 12th Generation Core i5,,,5.51 pounds,Yes,720p,
$199.99,4.2,1926,"14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC",HP,2022,Black,LCD,14 inches,1366 x 768 (HD),No,Windows 11 Home in S Mode,No,eMMC,64 gigabytes,4 gigabytes,DDR4,Lithium-ion,11.5 hours,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,4-core (quad-core),1.1 gigahertz,3.24 pounds,No,,1
$679.99,4.5,94,"Pavilion 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",HP,2023,Blue,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home in S Mode,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion polymer,11 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,10-core,4.4 gigahertz,3.35 pounds,No,720p,
$449.00,4.6,156,"Galaxy Chromebook 2 360 12.4"" LED 2-in-1 Touch Screen Laptop - Intel Celeron- 4GB Memory -Intel UHD Graphics- 128GB",Samsung,2022,Silver,LED,12.4 inches,2560 x 1600,Yes,Chrome OS,Google Assistant,eMMC,128 gigabytes,4 gigabytes,LPDDR4X,Lithium-ion,10 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel Celeron,,2.8 gigahertz,2.82 pounds,No,720p,
"$1,699.99",3.9,107,"XPS 13 Plus 13.4"" OLED Touch-Screen Laptop – 12th Gen Intel Evo i7 - 32GB Memory - 1TB SSD",Dell,2022,Black,OLED,13.4 inches,3456 x 2160,Yes,Windows 11 Home,"Amazon Alexa, Cortana",SSD,1000 gigabytes,32 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7 Evo Platform,12-core,4.7 gigahertz,2.77 pounds,Yes,720p,0
$549.99,4.6,314,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 128GB SSD (Latest Model),Microsoft,2022,Blue,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
"$1,699.99",4.7,204,"Galaxy Book3 Pro 360 2-in-1 16"" 3K AMOLED Touch Screen Laptop -Intel 13th Gen Evo Core i7-1360P -16GB Memory -1TB SSD",Samsung,2023,Gray,OLED,16 inches,2880 x 1800,Yes,Windows 11 Home,"Bixby, Cortana",SSD,1000 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,19 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,12-core,5 gigahertz,3.66 pounds,Yes,1080p,1
$287.99,4.6,296,"17.3"" Chromebook - Intel Celeron N4500 - 4GB Memory - 64GB eMMC - Transparent Silver",ASUS,2022,Silver,,17.3 inches,1920 x 1080 (Full HD),No,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 630,Intel,Intel Pentium,,,5.34 pounds,No,,
"$1,303.99",4.3,132,"XPS 13 Plus 13.4"" FHD+ Touch-Screen Laptop – 12th Gen Intel Evo i7 - 16GB Memory - 512GB SSD",Dell,2022,Silver,LED,13.4 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,"Amazon Alexa, Cortana",SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7 Evo Platform,12-core,4.7 gigahertz,2.71 pounds,Yes,720p,0
"$1,649.99",4.6,138,"Spectre 2-in-1 16"" 3K+ Touch-Screen Laptop - Intel Evo Platform - Core i7 - 16GB Memory - 512GB SSD - Pen Included",HP,2023,Black,LED,16 inches,3072 x 1920 (Retina),Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion polymer,17.75 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,14-core,5 gigahertz,4.74 pounds,Yes,,1
$534.99,4.5,2,"Geek Squad Certified Refurbished Galaxy Chromebook 2 - 13.3"" QLED Touch-Screen - Intel Core i3 - 8GB Memory - 128GB eMMC",Samsung,2021,Red,LED,13.3 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,eMMC,128 gigabytes,8 gigabytes,LPDDR3,Lithium-ion,13 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel 10th Generation Core i3,2-core (dual-core),2.1 gigahertz,3.75 pounds,Yes,720p,
"$1,800.99",4.6,91,"XPS 15 15.6"" 3.5K OLED Touch-Screen Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA RTX 3050 Ti - 1TB SSD",Dell,2022,White,OLED,15.6 inches,3456 x 2160,Yes,Windows 11 Home,Amazon Alexa,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 12th Generation Core i7,14-core,,4.31 pounds,Yes,720p,0
"$1,099.99",4.7,167,"ASUS 15.6"" OLED Laptop - Intel Core i7 - NVIDIA RTX3050 6GB with 16GB Memory - 512GB SSD",ASUS,2023,Black,OLED,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,"Amazon Alexa, Cortana",SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,10 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,Intel,Intel 13th Generation Core i7,,4.7 gigahertz,3.97 pounds,Yes,720p,1
$259.99,4.3,50,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i5 with 8GB Memory - 128GB Flash Storage SSD (2015)",Apple,2015,Silver,LED,13.3 inches,1440 x 900 (WXGA+),No,Mac OS,,SSD,128 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,12 hours,Integrated,Intel,Intel HD Graphics 6000,Intel,Intel 5th Generation Core i5,,1.6 gigahertz,2.98 pounds,Yes,720p,
$942.99,,Be the first to write a review,"IdeaPad Slim 5 16"" Laptop - Intel Core i7 - with 16GB Memory - 1 TB SSD",Lenovo,2023,Blue,,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,No,SSD,1000 gigabytes,16 gigabytes,LPDDR5,Not Applicable,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,10-core,,4.17 pounds,Yes,,
"$1,891.99",5.0,1 Review on lg.com,gram 17” Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 32GB RAM - 2TB NVMe SSD - Charcoal Gray,LG,2023,Gray,,17 inches,2560 x 1600,No,Windows 11 Home,,SSD,2000 gigabytes,32 gigabytes,DDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7 Evo Platform,,,2.98 pounds,Yes,,
$599.99,4.3,37,"Inspiron 3420 14"" Touch Laptop - Snapdragon 8cx Gen 2 - 8GB Memory - 256GB Solid State Drive",Dell,2022,Silver,LED,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home in S Mode,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Qualcomm,Qualcomm Adreno 618,Qualcomm,Qualcomm Snapdragon,8-core,3.15 gigahertz,3.29 pounds,No,1080p,0
$389.99,3.9,23,"MacBook Air 13.3"" (2017) MQD32LL/A Intel Core i5 - 8GB Memory, 256GB SSD - Pre-Owned",Apple,2017,Silver,,13.3 inches,1440 x 900 (WXGA+),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,Not provided,Lithium-polymer,,"Integrated, Dedicated",Intel,Intel HD Graphics 6000,Intel,Intel 5th Generation Core i5,,,2.96 pounds,Yes,,
"$1,299.99",4.5,146,"ASUS 15.6"" OLED Laptop - Intel Core i9 - NVIDIA RTX3050 6GB with 16GB Memory - 1TB SSD",ASUS,2023,Black,OLED,15.6 inches,2880 x 1620 (HD),No,Windows 11 Home,"Amazon Alexa, Cortana",SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,10 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,Intel,Intel 13th Generation Core i9,,4.7 gigahertz,3.97 pounds,Yes,720p,1
$699.99,4.8,95,"Yoga 6 2-in-1 13.3"" WUXGA (1920 x 1200) Touch Laptop -Ryzen 5 7530U with 8GB Memory - 256GB SSD",Lenovo,2023,Blue,LCD,13.3 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-polymer,12.5 hours,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 7000 Series,6-core,4.5 gigahertz,3.014 pounds,Yes,1080p,1
$999.99,4.6,59,"Zenbook 14.5"" 2.8K OLED Touch Laptop - Intel Evo Platform - 13th Gen Core i7 Processor with 16GB Memory - 512GB SSD",ASUS,2023,Gray,OLED,14.5 inches,2880 x 1800,Yes,Windows 11 Home,Cortana,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,10 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,12-core,,3.48 pounds,Yes,1080p,1
$899.99,5.0,3,"WF76 17.3"" Laptop - Intel Core i7 - 16 GB Memory - NVIDIA Quadro T1200 - 512GB SSD",MSI,2021,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA Quadro T1200,Intel,Intel 11th Generation Core i7,,,5.73 pounds,Yes,,
$749.99,4.6,143,"Inspiron 14.0"" 2-in-1 Touch Laptop - AMD Ryzen 5 7530U - 8GB Memory - 512GB SSD",Dell,2023,Blue,LED,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion polymer,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 7000 Series,6-core,4.5 gigahertz,3.61 pounds,Yes,1080p,1
"$1,049.99",4.7,96,"Yoga 7i 2-in-1 14"" 2.2K Laptop - Intel Evo Platform - Intel Core i7-1355U with 16GB Memory - 512GB SSD",Lenovo,2023,Gray,LCD,14 inches,2240 x 1400,Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-polymer,12 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,10-core,5 gigahertz,3.41 pounds,Yes,1080p,1
"$1,106.89",3.0,1 Review,"15.6"" Refurbished 1920x1080 FHD - Intel 11th Gen Core i7-1165G7 - Intel Iris Xe Graphics with 32GB and 2TB - SSD",Lenovo,2020,Silver,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,2000 gigabytes,32 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,4-core (quad-core),4.7 gigahertz,3.75 pounds,Yes,720p,1
$949.99,4.5,26,"Inspiron 14.0"" 2-in-1 Touch Laptop - AMD Ryzen 7 7730U - 16GB Memory - 1TB SSD",Dell,2023,Blue,LED,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 7000 Series,8-core,4.5 gigahertz,3.61 pounds,Yes,1080p,1
$549.99,4.8,215,"Yoga 7i 16"" WUXGA 2 in 1 Touch-Screen Laptop - Intel Core i5-1335U - 8GB Memory - 512GB SSD",Lenovo,2023,Gray,LCD,16 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,LPDDR5,Lithium-polymer,12.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,10-core,4.6 gigahertz,4.49 pounds,Yes,1080p,1
"$2,099.99",4.5,36,XPS 9720 17” UHD+ Touch Screen Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD,Dell,2022,Silver,LED,17 inches,3840 x 2400,Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,14-core,,5.34 pounds,Yes,720p,0
$248.99,4.5,187,"Flex 3i Chromebook 15.6"" FHD Touch-Screen Laptop - Celeron N4500 - 4GB Memory - 64GB eMMC",Lenovo,2022,Blue,,15.6 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,LPDDR4X,Lithium-ion polymer,10 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel Celeron,2-core (dual-core),1.1 gigahertz,4.18 pounds,No,,1
$949.99,,Be the first to write a review,"Prestige 13 Evo A12M 13.3"" Laptop - Intel Core i5 - with 16GB Memory - 512 GB SSD",MSI,2023,White,LCD,13.3 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,,2.18 pounds,Yes,,
$599.99,4.5,2,"Inspiron 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,2022,Black,LED,15.6 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home,,SSD,256 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),4.2 gigahertz,3.65 pounds,No,720p,1
$647.12,1.0,1 Review,"X1 Carbon 14"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 500GB Solid State Drive",Lenovo,2022,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,500 gigabytes,16 gigabytes,LPDDR3,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.2 gigahertz,2.4 pounds,Yes,720p,1
$319.00,4.8,48,"Slim 3 Chromebook 14"" FHD Touch-Screen Laptop - MediaTek Kompanio 520 - 4GB Memory - 64GB eMMC",Lenovo,2023,Blue,LCD,14 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,LPDDR4X,Lithium-polymer,13.5 hours,Integrated,ARM,MediaTek Integrated Graphics,MediaTek,MediaTek Kompanio 500 Series,8-core,2.05 gigahertz,2.86 pounds,No,,
$709.99,3.9,10,"17.3"" Laptop - Intel Core i5-1155G7 - 8GB Memory - 512GB SSD",HP,2022,Gold,LCD,17.3 inches,1600 x 900 (HD+),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,8.25 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),4.5 gigahertz,4.6 pounds,No,720p,1
$165.99,4.0,11,"ThinkPad Yoga 11.6"" Refurbished 1366 x 768 HD - Intel Celeron N4100 - Intel UHD Graphics 600 with 8GB and 128GB - SSD",Lenovo,2022,Black,,11.6 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,128 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,4-core (quad-core),2.4 gigahertz,2.99 pounds,No,720p,1
$122.99,5.0,1 Review,"Lenovo IdeaPad 1 14IGL7 14"" Refurbished Laptop - Intel Pentium Silver N5030 with 4GB Memory and 128 GB eMMC Storage",Lenovo,2022,Gray,,14 inches,1366 x 768 (HD),No,Windows 11 Home in S Mode,,eMMC,128 gigabytes,4 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel Pentium,,,2.87 pounds,No,,
"$2,149.99",4.3,690,"ROG Zephyrus M16 16""165Hz Gaming Laptop-Intel Core i9-16GB DDR5 Memory-NVIDIA GeForce RTX 3070 Ti-1TB PCIe 4.0 SSD",ASUS,2022,Black,LED,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070 Ti,Intel,Intel 12th Generation Core i9,14-core,,4.41 pounds,Yes,720p,
$500.99,4.3,392,"Yoga 6 13.3"" WUXGA (1920 x 1200) Touch 2-in-1 Laptop -Ryzen 5 5500U - 8GB Memory - 256GB SSD",Lenovo,2022,Blue,LCD,13.3 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion polymer,17 hours,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 5000 Series,6-core,2.1 gigahertz,3.058 pounds,Yes,,1
"$1,699.99",4.6,188,"Spectre 2-in-1 16"" UHD+ Touch-Screen Laptop - Intel Evo Platform - Core i7 - 16GB Memory - Intel Arc A370M - 1TB SSD",HP,2022,Black,LED,16 inches,3840 x 2400,Yes,Windows 11 Home,Amazon Alexa,SSD,1000 gigabytes,16 gigabytes,DDR4,Lithium-ion polymer,19 hours,Dedicated,Intel,Intel Arc A370M,Intel,Intel 12th Generation Core i7 Evo Platform,12-core,4.7 gigahertz,4.45 pounds,Yes,,1
"$1,099.00",4.8,1565,"MacBook Pro 13.3"" Laptop - Apple M2 chip - 8GB Memory - 256GB SSD (Latest Model)",Apple,2022,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,macOS Monterey 12,,SSD,256 gigabytes,8 gigabytes,DDR4,Lithium-polymer,,Integrated,Apple,Apple M2 10-core,Apple,Apple M2,10-core,,3 pounds,Yes,,
"$1,299.00",4.9,721,"MacBook Pro 13.3"" Laptop - Apple M2 chip - 8GB Memory - 512GB SSD (Latest Model)",Apple,2022,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,macOS Monterey 12,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-polymer,,Integrated,Apple,Apple M2 10-core,Apple,Apple M2,10-core,,3 pounds,Yes,,
$899.99,4.6,72,"TUF Gaming A16 16"" 165Hz Gaming Laptop FHD-AMD Ryzen 7 7735HS with 16GB DDR5 Memory- Radeon RX7600S 512GB PCIe SSD",ASUS,2023,Black,LED,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,AMD Radeon,AMD Radeon RX 7600S,AMD,AMD Ryzen 7 7000 Series,8-core,,4.85 pounds,Yes,720p,1
"$1,299.00",5.0,185,"MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 256GB SSD (Latest Model)",Apple,2023,Blue,,15 inches,2880 x 1864 (Retina),No,macOS Ventura,,SSD,256 gigabytes,8 gigabytes,Not provided,Lithium-ion,18 hours,Integrated,Apple,Apple M2 10-core,Apple,Apple M2,,,3.3 pounds,Yes,1080p,
"$1,349.99",4.8,46,"Yoga 9i 2-in-1 14"" 4K OLED Touch Laptop with Pen - Intel Evo Platform - Core i7-1360P with 16GB Memory - 1TB SSD",Lenovo,2023,Gray,OLED,14 inches,3840 x 2400,Yes,Windows 11 Home,,SSD,1024 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,10.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7 Evo Platform,12-core,2.2 gigahertz,3.08 pounds,Yes,1080p,
"$1,299.00",4.8,1179,"MacBook Air 13.6"" Laptop - Apple M2 chip - 8GB Memory - 512GB SSD",Apple,2022,Black,,13.6 inches,2560 x 1664,No,macOS Monterey 12,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-polymer,,Integrated,Apple,Apple M2 10-core,Apple,Apple M2,,,2.7 pounds,Yes,,
"$1,499.99",4.5,6,"XPS 15 15.6"" FHD+ Laptop - Intel Evo i7 - Intel Evo Design - Intel Arc A370M - 16GB Memory - 512GB SSD",Dell,2023,Silver,LED,15.6 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Integrated,Intel,Intel Arc A370M,Intel,Intel 13th Generation Core i7 Evo Platform,14-core,5 gigahertz,4.21 pounds,Yes,720p,0
$549.99,4.6,314,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 128GB SSD (Latest Model),Microsoft,2022,Green,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
"$1,499.00",4.9,98,"MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 512GB SSD (Latest Model)",Apple,2023,Blue,,15 inches,2880 x 1864 (Retina),No,macOS Ventura,,SSD,512 gigabytes,8 gigabytes,Not provided,Lithium-ion,18 hours,Integrated,Apple,Apple M2 10-core,Apple,Apple M2,,,3.3 pounds,Yes,1080p,
"$2,799.99",4.5,17,"Galaxy Book3 Ultra 16"" 3K AMOLED Laptop - Intel 13th Gen Evo Core i9-13900H -32GB - NVIDIA GeForce RTX 4070 - 1TB SSD",Samsung,2023,Gray,OLED,16 inches,2880 x 1800,No,Windows 11 Home,"Bixby, Cortana",SSD,1000 gigabytes,32 gigabytes,LPDDR5,Lithium-ion,17 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,Intel,Intel 13th Generation Core i9,14-core,5.4 gigahertz,3.95 pounds,Yes,1080p,1
"$1,149.99",4.8,287,"ENVY 2-in-1 15.6"" Full HD Touch-Screen Laptop - Intel Evo Platform - Core i7 - 16GB Memory - 512GB SSD",HP,2023,Silver,,15.6 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,17 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7 Evo Platform,10-core,5 gigahertz,4.22 pounds,Yes,,1
"$2,699.00",4.9,204,"MacBook Pro 16"" Laptop - M2 Pro chip - 16GB Memory - 1TB SSD (Latest Model)",Apple,2023,Space Gray,,16.2 inches,3456 x 2234,No,Mac OS,,SSD,1000 gigabytes,16 gigabytes,Not provided,Lithium-ion,,Integrated,Apple,Apple M2 Pro 19-core,Apple,Apple M2 Pro,12-core,,4.7 pounds,Yes,,
"$1,299.99",4.8,174,"Surface Pro 9 – 13"" Touch Screen – Intel Evo Platform Core i7- 16GB Memory – 256GB SSD – Device Only (Latest Model)",Microsoft,2022,Black,LCD,13 inches,2880 x 1920,,Windows 11 Home,,,256 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,15.5 hours,,,,Intel,12th Gen Intel Core i7-1255U,,,31.74 ounces,,1080p,
"$2,299.00",4.8,112,"MacBook Pro 14"" Laptop - M2 Pro chip - 16GB Memory - 1TB SSD (Latest Model)",Apple,2023,Space Gray,,14.2 inches,3024 x 1964,No,Mac OS,,SSD,1000 gigabytes,16 gigabytes,Not provided,Lithium-ion,,Integrated,Apple,Apple M2 Pro 19-core,Apple,Apple M2 Pro,12-core,,3.5 pounds,Yes,,
"$2,499.00",4.9,163,"MacBook Pro 16"" Laptop - M2 Pro chip - 16GB Memory - 512GB SSD (Latest Model)",Apple,2023,Space Gray,,16.2 inches,3456 x 2234,No,Mac OS,,SSD,512 gigabytes,16 gigabytes,Not provided,Lithium-ion,,Integrated,Apple,Apple M2 Pro 19-core,Apple,Apple M2 Pro,,,4.7 pounds,Yes,,
