Price,Stars,Number of Reviews,Product Name,Brand,Year of Release,Color Category,Display Type,Screen Size,Screen Resolution,Touch Screen,Operating System,Voice Assistant Built-in,Storage Type,Total Storage Capacity,System Memory (RAM),Type of Memory (RAM),Battery Type,Battery Life (up to),Graphics Type,GPU Brand,Graphics,Processor Brand,Processor Model,Number of CPU Cores,CPU Base Clock Frequency,Product Weight,Backlit Keyboard,Front Facing Camera Video Resolution,Number of HDMI Outputs (Total)
"$2,159.99",,Be the first to write a review,"ThinkPad T15p Gen 3 15.6"" Laptop Intel Core i7-12700H with 16GB Memory - 512GB SSD",Lenovo,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Integrated,Intel,NVIDIA GeForce RTX 3050,Intel,Intel 10th Generation Core i7,,,4.91 pounds,Yes,,
$327.99,4.4,8,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",Dell,2020,Black,LED,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,,2.4 gigahertz,3.68 pounds,No,720p,1
$732.99,,Be the first to write a review,"840 G6 14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 32GB and 1TB - SSD",HP,2019,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,3.32 pounds,Yes,1080p,1
$453.99,,Be the first to write a review,"15.6"" Refurbished 1920x1080 FHD - Intel 6th Gen Core i5-6440HQ - Intel HD Graphics 620 with 16GB and 512GB - SSD",Dell,2017,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 6th Generation Core i5,4-core (quad-core),3.5 gigahertz,4.26 pounds,Yes,720p,1
"$1,069.99",,Be the first to write a review,"14"" Refurbished 1920x1080 FHD - Intel 11th Gen Core i7-1185G7 - Intel Iris Xe Graphics with 32GB and 1TB - SSD",Dell,2021,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,LPDDR4,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.7 pounds,Yes,720p,1
"$1,739.99",,Be the first to write a review,"Precision 3000 15.6"" Laptop - Intel Core i5 - 16 GB Memory - NVIDIA T600 - 256 GB SSD",Dell,2022,Gray,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,256 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA T600,Intel,Intel 12th Generation Core i5,,2.7 gigahertz,3.92 pounds,Yes,,
$899.99,4.8,4,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop- Intel Core i5 - 8GB Memory - 512GB Solid State Drive",Apple,2020,Silver,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,512 gigabytes,8 gigabytes,LPDDR4X,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 645,Intel,Intel 10th Generation Core i5,4-core (quad-core),1.1 gigahertz,2.8 pounds,Yes,720p,
$502.99,,Be the first to write a review,"13.3"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 16GB and 512GB - SSD",Dell,2019,Black,,13.3 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.75 pounds,Yes,720p,1
$452.99,,Be the first to write a review,"15.6"" Refurbished 1920 x 1080 FHD - Intel 6th Gen Core i5-6300U with 16GB RAM - Intel HD Graphics 520 - 256GB SSD",Lenovo,2017,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,2-core (dual-core),3 gigahertz,4.34 pounds,No,720p,1
$799.99,1.0,1 Review,"Vivobook S 14 Flip TP3402 14"" Laptop - Intel Core i5 - Memory - 512 GB SSD",ASUS,2022,Blue,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,2.5 gigahertz,3.31 pounds,Yes,,
$366.99,,Be the first to write a review,"Latitude 5480 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 256GB SSD",Dell,2017,Black,,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 7th Generation Core i5,2-core (dual-core),2.6 gigahertz,3.52 pounds,No,1080p,1
"$1,449.99",,Be the first to write a review,"Summit E16 Flip A12U 16"" Touch-Screen 2-in-1 Laptop - Intel Core i7 - 16 GB Memory - NVIDIA GeForce RTX 3050 Ti - 1 TB",MSI,2022,Black,,16 inches,2560 x 1600,Yes,Windows 11 Pro,,SSD,1000 gigabytes,16 gigabytes,LPDDR5,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 12th Generation Core i7,,,4.63 pounds,Yes,,
$308.99,5.0,2,"ThinkPad 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB SSD",Lenovo,2020,Black,LCD,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR3,Lithium-ion,,Integrated,Intel,Intel HD Graphics 5500,Intel,Intel 6th Generation Core i5,2-core (dual-core),2.3 gigahertz,3.58 pounds,No,,
"$1,749.99",4.8,40,"Spectre 2-in-1 13.5"" 3K2K OLED Touch-Screen Laptop - Intel Evo Platform - Core i7 - 16GB Memory - 1TB SSD",HP,2023,Black,OLED,13.5 inches,3000 x 2000,Yes,Windows 11 Home,,SSD,1024 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion polymer,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7 Evo Platform,10-core,5 gigahertz,3.01 pounds,Yes,,0
"$2,059.99",,Be the first to write a review,"ThinkPad 16"" 4K Ultra HD Laptop Intel Core i7-1260P 1TB SSD",Lenovo,2022,Black,,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,,SSD,16 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion polymer,,Integrated,Intel,NVIDIA Quadro T500,Intel,Intel 10th Generation Core i7,,,3.7 pounds,Yes,,
$636.99,,Be the first to write a review,"15.6"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i5-8250U with 16GB RAM - Intel UHD Graphics 620 - 512GB SSD",Lenovo,2018,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.4 gigahertz,4.29 pounds,No,720p,1
"$1,475.99",,Be the first to write a review,"15.6"" Refurbished 1920 x 1080 FHD - Intel 9th Gen Core i7-9850H with 32GB RAM - NVIDIA Quadro T1000 - 2TB SSD",Dell,2019,Silver,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,2000 gigabytes,32 gigabytes,DDR4 SDRAM,Lithium-ion,,"Dedicated, Integrated",NVIDIA,NVIDIA Quadro T1000,Intel,Intel 9th Generation Core i7,6-core,4.6 gigahertz,5.57 pounds,No,720p,1
$371.99,,Be the first to write a review,"14"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i5-8265U with 8GB RAM - Intel UHD Graphics 620 - 256GB SSD",Dell,2019,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.9 gigahertz,3.26 pounds,Yes,720p,1
$420.99,4.0,1 Review,"Swift 3 - 14"" Laptop Intel Core i7-1165G7 2.8GHz 8GB Ram 256GB SSD Win10H - Refurbished",Acer,2021,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Home,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,2.65 pounds,Yes,,
$499.00,4.3,162,Chromebook 317 Laptop–17.3 FHD IPS Touch Display–Intel Pentium Silver N6000 Processor–8GB LPDDR4X–64GB eMMC– WiFi6,Acer,2021,Gray,LED,17.3 inches,1920 x 1080 (Full HD),Yes,Chrome OS,Google Assistant,eMMC,64 gigabytes,8 gigabytes,LPDDR4 SDRAM,Lithium-ion,10 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel Pentium,4-core (quad-core),,4.85 pounds,Yes,,
$859.99,4.5,2,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD",Apple,2019,Silver,LED,13.3 inches,2560 x 1600 (Retina),No,Mac OS,Siri,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 655,Intel,Intel 8th Generation Core i5,,2.4 gigahertz,3.02 pounds,Yes,720p,
"$1,979.99",,Be the first to write a review,"ThinkPad P16 Gen 1 16"" Notebook - Intel Core i7-12800HX - 16GB Memory - 512GB SSD",Lenovo,2022,Gray,,16 inches,2560 x 1600,No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Integrated,Intel,NVIDIA RTX A1000,Intel,Intel 1st Generation Core i7,,,6.5 pounds,Yes,,
"$1,819.99",,Be the first to write a review,"ThinkPad X1 Yoga Gen 7 2-in-1 14"" Touch-Screen Notebook - Intel Core i5-1235U - 16GB Memory - 256GB SSD",Lenovo,2022,Gray,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 7th Generation Core i5,,,3.04 pounds,Yes,,
"$1,629.99",,Be the first to write a review,"ThinkPad P14s AMD Gen 2 14"" Laptop AMD Ryzen 7 PRO 5850U with 16GB Memory - 512GB SSD",Lenovo,2021,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion polymer,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 5000 Series,,,3.41 pounds,Yes,,
$899.99,3.0,2,"Lenovo LOQ 15.6"" Gaming Laptop FHD - AMD Ryzen 7 7840HS with 8GB Memory - NVIDIA Geforce RTX 4050 - 512GB SSD Storage",Lenovo,2023,Gray,LCD,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR5,Lithium-polymer,7 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,AMD,AMD Ryzen 7 7000 Series,,,5.28 pounds,Yes,1080p,
"$1,119.99",,Be the first to write a review,"ThinkPad X13s Gen 1 13.3"" Touch-Screen Laptop - Qualcomm Snapdragon 8cx Gen 3 - 16GB Memory - 256GB SSD",Lenovo,2022,Black,,13.3 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,Cortana,SSD,256 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Qualcomm,Qualcomm Adreno 618,Qualcomm,Qualcomm Snapdragon,8-core,3 gigahertz,2.35 pounds,Yes,,
$420.99,5.0,1 Review,"Latitude 14"" Refurbished Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Dell,2019,Black,LED,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-polymer,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i7,,2.6 gigahertz,3.31 pounds,Yes,,1
$465.99,5.0,1 Review,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD",HP,2018,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.6 gigahertz,3.26 pounds,No,1080p,1
"$1,699.99",,Be the first to write a review,"ROG Flow 13.4"" Touch-Screen WUXGA Laptop - AMD Ryzen 7 with 16GB Memory - NVIDIA GeForce RTX 3050 - 1TB SSD",ASUS,2022,Black,,13.4 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,NVIDIA,NVIDIA GeForce RTX 3050,AMD,AMD Ryzen 7 6000 Series,8-core,4.7 gigahertz,2.87 pounds,Yes,720p,1
"$1,399.99",,Be the first to write a review,"Stealth 15 15.6"" FHD - Intel 13th Gen Core i5-13420H - NVIDIA GeForce RTX 4060 with 16GB Memory and 512GB SSD",MSI,2023,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4060,Intel,Intel 13th Generation Core i5,,2.1 gigahertz,4.63 pounds,Yes,,
"$1,939.99",3.7,3 on hp.com,"ZBook Firefly 16 G9 16"" Laptop - Intel Core i7 with 16GB Memory - 512 GB SSD",HP,2022,Silver,LCD,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7,,,3.97 pounds,Yes,,
$949.99,5.0,1 Review,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD",Apple,2019,Silver,LED,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,512 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 655,Intel,Intel 8th Generation Core i5,,,3.02 pounds,Yes,720p,
$469.99,4.3,11,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD",Dell,2021,Gray,LED,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 530,Intel,Intel 6th Generation Core i5,4-core (quad-core),2.6 gigahertz,3.52 pounds,Yes,,1
$999.99,,Be the first to write a review,"Summit E16 Flip 16"" Laptop - Intel Core i5 - 16 GB Memory - 512 GB SSD",MSI,2021,Black,,16 inches,2560 x 1600,Yes,Windows 10 Pro,No,SSD,512 gigabytes,16 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,2.5 gigahertz,4.19 pounds,Yes,,
$949.99,4.1,15,"Nitro 5 15.6"" Gaming Laptop FHD-Intel 12th Gen Core i5- NVIDIA GeForce RTX3050 Ti- 16GB DDR4- 512GB PCIe-SSD",Acer,2023,Black,LED,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 12th Generation Core i5,,,5.51 pounds,Yes,720p,
$819.99,,Be the first to write a review,"IdeaPad Flex 5 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 with 8GB Memory - 256 GB SSD",Lenovo,2023,Gray,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,No,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,10-core,,3.41 pounds,No,,
"$4,589.99",,Be the first to write a review,"Precision 7000 17.3"" Laptop - Intel Core i9 with 64GB Memory - 1 TB SSD",Dell,2023,Gray,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,1000 gigabytes,64 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA RTX 3500 Ada Generation,Intel,Intel 13th Generation Core i9,,2.2 gigahertz,6.72 pounds,Yes,,
"$2,179.99",,Be the first to write a review,"ThinkPad X1 Yoga Gen 8 2-in-1 14"" Touch-Screen Laptop - Intel Core i7 with 16GB Memory - 512GB SSD",Lenovo,2023,Gray,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,,3.04 pounds,Yes,,
$249.99,4.5,2 on https://www.asus.com,"Asus L210 11.6"" HD 1366x768 Laptop - Intel Celeron N4020 with 4GB Memory - 128GB eMMC",ASUS,2022,Black,,11.6 inches,1366 x 768 (HD),No,Windows 11 Home in S Mode,,eMMC,128 gigabytes,4 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,2-core (dual-core),,2.31 pounds,No,,1
"$1,719.99",,Be the first to write a review,"Legion Pro 5 16IRX8 16"" 165 Hz Gaming Laptop 2560 x 1600 (WQXGA) - Intel 13th Gen Core i7 i7-13700HX with 16GB Memory",Lenovo,2023,Gray,,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4060,Intel,Intel 13th Generation Core i7,,,5.62 pounds,Yes,,
$949.99,4.7,304,"Surface Pro 9 – 13"" Touch Screen – Intel Evo Platform Core i5- 8GB Memory – 256GB SSD – Device Only (Latest Model)",Microsoft,2022,Green,LCD,13 inches,2880 x 1920,,Windows 11 Home,,,256 gigabytes,8 gigabytes,LPDDR5,Lithium-ion,15.5 hours,,,,Intel,12th Gen Intel Core i5-1235U,,,31.74 ounces,,1080p,
$566.66,4.0,1 Review,"14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 16GB and 512GB - SSD",Dell,2019,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.99 pounds,Yes,720p,1
$429.99,5.0,1 Review,"TravelMate Spin B3 B311RN-31 11.6"" Laptop - Intel Celeron - 4 GB Memory - 128 GB eMMC",Acer,2020,Black,LCD,11.6 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,No,eMMC,128 gigabytes,4 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,4-core (quad-core),1.1 gigahertz,3.28 pounds,No,,
$579.99,2.0,1 Review,"MacBook Pro 13.3"" Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Pre-Owned",Apple,2017,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 640,Intel,Intel 7th Generation Core i5,,2.3 gigahertz,3.02 pounds,Yes,720p,
"$1,419.99",4.0,1 Review,"TravelMate Spin P6 P614RN-52 2-in-1 14"" Laptop - Intel Core i7 - 16 GB Memory - 512 GB SSD",Acer,2021,Black,LCD,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,4-core (quad-core),2.8 gigahertz,2.54 pounds,Yes,,1
"$1,152.99",,Be the first to write a review,"Geek Squad Certified Refurbished Inspiron 2-in-1 15.6"" UHD Touch-Screen Laptop - Intel Core i7 -16GB Memory-1TB SSD+32GB",Dell,2020,Black,LED,15.6 inches,3840 x 2160 (4K),Yes,Windows 11 Home,Amazon Alexa,SSD,1000 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Dedicated,Intel,Intel Iris Xe MAX,Intel,Intel 11th Generation Core i7,4-core (quad-core),2.8 gigahertz,4.21 pounds,Yes,720p,1
"$1,199.99",3.0,2,"Geek Squad Certified Refurbished MacBook Pro 15.4"" Display - Intel Core i7- 16GB Memory- AMD Radeon Pro 555X - 256GB SSD",Apple,2019,Silver,LED,15.4 inches,2880 x 1800 (Retina),No,Mac OS,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-polymer,,Dedicated,AMD Radeon,AMD Radeon Pro 555X,Intel,Intel 9th Generation Core i7,,,4.02 pounds,Yes,720p,
$212.99,4.4,3017,"14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC",HP,2020,Black,LED,14 inches,1366 x 768 (HD),No,Windows 11 Home in S Mode,No,eMMC,64 gigabytes,4 gigabytes,DDR4,Lithium-ion,9 hours,Integrated,Intel,Intel UHD Graphics 600,Intel,Intel Celeron,2-core (dual-core),1.1 gigahertz,3.24 pounds,No,720p,1
$399.99,,Be the first to write a review,"Acer Aspire 5 15.6"" Refurbished Laptop - Intel Core i5-1235U with 8GB Memory and 512GB Solid State Drive",Acer,2021,Gray,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,,3.9 pounds,Yes,,
$999.99,2.0,1 Review,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD",Apple,2020,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,512 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 645,Intel,Intel 8th Generation Core i5,,,3.1 pounds,Yes,720p,
$356.99,,Be the first to write a review,ThinkPad X270  Intel i5-7300U 2.6Ghz 8GB 256GB SSD Windows 10 Pro - Refurbished,Lenovo,2017,Black,,12.5 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 7th Generation Core i5,,,2.79 pounds,No,,
$949.99,5.0,1 Review on https://www.asus.com,"ExpertBook B5 B5302 13.3"" Laptop - Intel Core i5 - 16 GB Memory - 512 GB SSD",ASUS,2021,Black,LCD,13.3 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),2.4 gigahertz,2.6 pounds,Yes,,
$779.99,,Be the first to write a review,"ExpertBook B1 B1400 14"" Laptop - Intel Core i5 - 8 GB Memory - 512 GB SSD",ASUS,2022,Black,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),2.4 gigahertz,3.2 pounds,Yes,,
"$1,619.99",5.0,2,"Creator Z16 16"" QHD+ Touch Screen Laptop - Intel Core I7 - 32GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD",MSI,2021,Gray,,16 inches,2560 x 1600,Yes,Windows 10,,SSD,1000 gigabytes,32 gigabytes,DDR4,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 11th Generation Core i7,8-core,,5.07 pounds,Yes,720p,
"$1,699.99",4.6,66,Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD (Latest Model),Microsoft,2022,Tan,LCD,13.5 inches,2256 x 1504,Yes,Windows 11 Home,No,SSD,512 gigabytes,16 gigabytes,LPDDR5X,Lithium-ion,18 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7 Evo Platform,,,2.87 pounds,Yes,720p,0
$959.99,3.0,5,"Precision Mobile Workstation 17.3"" Refurbished Laptop - Intel Core i7 - 32GB Memory - 1TB SSD",Dell,2020,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SDRAM,Lithium-polymer,,Integrated,AMD Radeon,AMD Radeon,Intel,Intel 6th Generation Core i7,,,3.4 pounds,No,1080p,
"$2,399.99",3.3,3,"Predator Triton 500 SE 16"" 2560x1600 165Hz G-SYNC - Intel 11th Gen i7 - NVIDIA GeForce RTX 3080 - 16GB DDR4 - 1TB SSD",Acer,2021,Gray,,16 inches,2560 x 1600,No,Windows 10 Home,Cortana,SSD,1000 gigabytes,16 gigabytes,DDR4,Lithium-ion,9.5 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080,Intel,Intel 11th Generation Core i7,8-core,,5.29 pounds,Yes,720p,
$365.99,,Be the first to write a review,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",Dell,2021,Gray,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 7th Generation Core i5,2-core (dual-core),2.6 gigahertz,3.52 pounds,Yes,,1
$598.99,,Be the first to write a review,"Pre-Owned - MacBook Pro 13"" Laptop - Intel Core i5 2.9GHz - Touch Bar - 8 GB Memory - 256GB SSD (2016)",Apple,2016,Silver,,13.3 inches,2560 x 1600,No,Apple iOS 10,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Graphics 550,Intel,Intel 7th Generation Core i5,,,3.02 pounds,Yes,,
$599.99,,Be the first to write a review,"Modern 14 B11S 14"" Laptop - Intel Core i5 - 8 GB Memory - 512 GB SSD",MSI,2022,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.87 pounds,Yes,,
"$1,399.99",4.8,209,Surface Laptop Studio – 14.4” Touch Screen – Intel Core i5 -16GB Memory – 256GB SSD,Microsoft,2021,Silver,LCD,14.4 inches,2400 x 1600,Yes,Windows 11 Home,No,SSD,256 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,19 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),,3.83 pounds,Yes,1080p,0
